Sonde,Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Depth_m,DO_sat,DO_mgL,SPC,Turb_FNU,ph,ph_mv,TempC,Battery_V,Pressure_psi,VertPosit_m
21L101265,8/11/2022,16:00:00,TuleRed_Breach,1.056,102.2,8.07,18575.6,66.18,7.91,-62.7,24.008,5.65,,
21L101265,8/11/2022,16:15:00,TuleRed_Breach,1.056,102.3,8.06,18588.2,63.73,7.91,-62.9,24.14,5.65,,
21L101265,8/11/2022,16:30:00,TuleRed_Breach,1.051,102.3,8.05,18623.1,57.75,7.92,-63.2,24.24,5.65,,
21L101265,8/11/2022,16:45:00,TuleRed_Breach,1.052,102.5,8.08,18586.4,49.4,7.91,-62.8,24.141,5.65,,
21L101265,8/11/2022,17:00:00,TuleRed_Breach,1.055,101.6,8,18670.7,53.32,7.9,-62,24.185,5.65,,
21L101265,8/11/2022,17:15:00,TuleRed_Breach,1.059,101.8,7.98,18738.7,58.41,7.89,-62,24.373,5.65,,
21L101265,8/11/2022,17:30:00,TuleRed_Breach,1.056,102.3,8.02,18776.5,57.1,7.9,-62.6,24.456,5.65,,
21L101265,8/11/2022,17:45:00,TuleRed_Breach,1.055,101.3,7.94,18805.1,58.32,7.9,-62.1,24.412,5.64,,
21L101265,8/11/2022,18:00:00,TuleRed_Breach,1.051,101,7.93,18732.7,59.59,7.9,-62.3,24.366,5.65,,
21L101265,8/11/2022,18:15:00,TuleRed_Breach,1.052,100.8,7.93,18620.3,56.39,7.9,-62.2,24.289,5.65,,
21L101265,8/11/2022,18:30:00,TuleRed_Breach,1.047,100.8,7.92,18563.5,49.97,7.89,-61.5,24.305,5.65,,
21L101265,8/11/2022,18:45:00,TuleRed_Breach,1.043,99.9,7.86,18547,46.67,7.84,-59,24.257,5.65,,
21L101265,8/11/2022,19:00:00,TuleRed_Breach,1.036,98.7,7.78,18564.5,41.64,7.8,-56.4,24.2,5.65,,
21L101265,8/11/2022,19:15:00,TuleRed_Breach,1.03,97.2,7.66,18622.8,38.76,7.75,-53.5,24.14,5.65,,
21L101265,8/11/2022,19:30:00,TuleRed_Breach,1.026,95.5,7.53,18704.1,38.09,7.69,-50.4,24.091,5.65,,
21L101265,8/11/2022,19:45:00,TuleRed_Breach,1.014,93.7,7.4,18785,34.41,7.64,-47,24.028,5.65,,
21L101265,8/11/2022,20:00:00,TuleRed_Breach,1.003,92.1,7.28,18856.1,30.15,7.59,-44.2,23.945,5.65,,
21L101265,8/11/2022,20:15:00,TuleRed_Breach,0.997,91,7.2,18888.2,28.69,7.56,-42.7,23.878,5.65,,
21L101265,8/11/2022,20:30:00,TuleRed_Breach,0.997,90.3,7.16,18908.5,27.09,7.55,-42,23.802,5.65,,
21L101265,8/11/2022,20:45:00,TuleRed_Breach,0.996,89.3,7.09,18954.5,24.37,7.51,-39.5,23.693,5.65,,
21L101265,8/11/2022,21:00:00,TuleRed_Breach,1.015,90.7,7.22,18903.1,30.94,7.58,-43.5,23.552,5.65,,
21L101265,8/11/2022,21:15:00,TuleRed_Breach,1.029,94.2,7.69,18638.6,125.12,7.91,-62.5,22.222,5.65,,
21L101265,8/11/2022,21:30:00,TuleRed_Breach,1.037,94.6,7.72,18533.8,189.7,7.92,-63.1,22.269,5.65,,
21L101265,8/11/2022,21:45:00,TuleRed_Breach,1.046,94.7,7.71,18618,174.48,7.92,-63,22.412,5.65,,
21L101265,8/11/2022,22:00:00,TuleRed_Breach,1.046,95,7.74,18564.1,157.77,7.92,-62.8,22.383,5.65,,
21L101265,8/11/2022,22:15:00,TuleRed_Breach,1.07,95.3,7.79,18529.9,139.58,7.91,-62.5,22.184,5.65,,
21L101265,8/11/2022,22:30:00,TuleRed_Breach,1.061,95.5,7.82,18483,147.27,7.91,-62.6,22.101,5.65,,
21L101265,8/11/2022,22:45:00,TuleRed_Breach,1.071,95.7,7.84,18414.1,160.76,7.92,-62.9,22.097,5.65,,
21L101265,8/11/2022,23:00:00,TuleRed_Breach,1.066,95.8,7.84,18390.5,177.69,7.92,-63.1,22.14,5.65,,
21L101265,8/11/2022,23:15:00,TuleRed_Breach,1.073,96,7.87,18357.6,176.3,7.93,-63.4,22.06,5.64,,
21L101265,8/11/2022,23:30:00,TuleRed_Breach,1.083,96.1,7.88,18330.9,188.07,7.93,-63.6,22.053,5.65,,
21L101265,8/11/2022,23:45:00,TuleRed_Breach,1.129,96.3,7.91,18272.5,211.66,7.93,-63.8,21.993,5.65,,
21L101265,8/12/2022,0:00:00,TuleRed_Breach,1.185,96.5,7.94,18256.8,207.22,7.94,-64.1,21.916,5.65,,
21L101265,8/12/2022,0:15:00,TuleRed_Breach,1.22,96.7,7.96,18213.2,208.08,7.95,-64.5,21.886,5.65,,
21L101265,8/12/2022,0:30:00,TuleRed_Breach,1.265,96.8,7.98,18140.6,199,7.96,-65.1,21.82,5.65,,
21L101265,8/12/2022,0:45:00,TuleRed_Breach,1.26,96.8,7.99,18105.6,186.87,7.96,-65.3,21.79,5.65,,
21L101265,8/12/2022,1:00:00,TuleRed_Breach,1.241,96.8,8.02,18055.8,151.06,7.97,-65.7,21.546,5.65,,
21L101265,8/12/2022,1:15:00,TuleRed_Breach,1.207,96.8,8.01,18051.7,141.41,7.97,-65.5,21.617,5.65,,
21L101265,8/12/2022,1:30:00,TuleRed_Breach,1.215,96.9,8.05,18007.3,119.97,7.97,-65.9,21.4,5.65,,
21L101265,8/12/2022,1:45:00,TuleRed_Breach,1.214,96.8,8.05,17991.5,109.22,7.97,-65.8,21.404,5.65,,
21L101265,8/12/2022,2:00:00,TuleRed_Breach,1.189,96.9,8.07,17996.3,108.22,7.97,-65.8,21.313,5.65,,
21L101265,8/12/2022,2:15:00,TuleRed_Breach,1.151,97,8.08,17994.4,108.77,7.97,-65.7,21.307,5.65,,
21L101265,8/12/2022,2:30:00,TuleRed_Breach,1.141,96.9,8.09,18000.4,97.14,7.97,-65.8,21.176,5.65,,
21L101265,8/12/2022,2:45:00,TuleRed_Breach,1.092,96.9,8.09,18008.3,93.98,7.97,-65.7,21.121,5.65,,
21L101265,8/12/2022,3:00:00,TuleRed_Breach,1.068,96.7,8.1,18022.5,92.85,7.97,-65.5,20.976,5.65,,
21L101265,8/12/2022,3:15:00,TuleRed_Breach,1.06,96.6,8.07,18012.5,85.52,7.97,-65.6,21.103,5.65,,
21L101265,8/12/2022,3:30:00,TuleRed_Breach,1.093,95.4,8,18024.3,70.67,7.95,-64.6,20.98,5.64,,
21L101265,8/12/2022,3:45:00,TuleRed_Breach,1.141,93.7,7.85,18027.3,72.27,7.92,-63,20.966,5.65,,
21L101265,8/12/2022,4:00:00,TuleRed_Breach,1.199,91.3,7.66,18041.6,70.62,7.88,-60.7,20.898,5.65,,
21L101265,8/12/2022,4:15:00,TuleRed_Breach,1.253,89.4,7.51,18053.8,88.85,7.85,-58.9,20.844,5.64,,
21L101265,8/12/2022,4:30:00,TuleRed_Breach,1.256,87.9,7.38,18071.8,100.51,7.82,-57.3,20.814,5.65,,
21L101265,8/12/2022,4:45:00,TuleRed_Breach,1.273,85.5,7.19,18100.5,109.73,7.78,-54.6,20.744,5.65,,
21L101265,8/12/2022,5:00:00,TuleRed_Breach,1.269,82.1,6.92,18138.6,111.86,7.71,-51,20.659,5.64,,
21L101265,8/12/2022,5:15:00,TuleRed_Breach,1.266,78.3,6.6,18220.1,109.12,7.63,-46.2,20.598,5.65,,
21L101265,8/12/2022,5:30:00,TuleRed_Breach,1.251,75.9,6.4,18282.1,104.24,7.57,-42.9,20.569,5.65,,
21L101265,8/12/2022,5:45:00,TuleRed_Breach,1.238,74.1,6.25,18333.2,99.85,7.53,-40.3,20.54,5.65,,
21L101265,8/12/2022,6:00:00,TuleRed_Breach,1.199,72.8,6.15,18380.1,95.41,7.49,-38.3,20.503,5.65,,
21L101265,8/12/2022,6:15:00,TuleRed_Breach,1.178,72,6.08,18426.1,87.79,7.46,-36.7,20.459,5.65,,
21L101265,8/12/2022,6:30:00,TuleRed_Breach,1.152,70.9,6,18475.3,77.91,7.43,-35.1,20.404,5.65,,
21L101265,8/12/2022,6:45:00,TuleRed_Breach,1.136,70.3,5.95,18513.2,68.75,7.42,-34,20.364,5.65,,
21L101265,8/12/2022,7:00:00,TuleRed_Breach,1.118,69.5,5.89,18555,63.61,7.39,-32.7,20.321,5.64,,
21L101265,8/12/2022,7:15:00,TuleRed_Breach,1.102,69.5,5.89,18587.9,55.66,7.38,-32.1,20.295,5.65,,
21L101265,8/12/2022,7:30:00,TuleRed_Breach,1.088,69.1,5.85,18638.8,51.96,7.36,-30.9,20.267,5.65,,
21L101265,8/12/2022,7:45:00,TuleRed_Breach,1.076,68.6,5.81,18698.2,46.93,7.34,-29.9,20.243,5.65,,
21L101265,8/12/2022,8:00:00,TuleRed_Breach,1.073,68.2,5.78,18753.3,41.73,7.33,-29,20.228,5.65,,
21L101265,8/12/2022,8:15:00,TuleRed_Breach,1.065,67.9,5.76,18794.3,38.92,7.31,-28.2,20.226,5.65,,
21L101265,8/12/2022,8:30:00,TuleRed_Breach,1.059,67.5,5.72,18833.7,37.77,7.3,-27.4,20.221,5.65,,
21L101265,8/12/2022,8:45:00,TuleRed_Breach,1.048,67.1,5.68,18869.8,44.15,7.29,-26.6,20.224,5.64,,
21L101265,8/12/2022,9:00:00,TuleRed_Breach,1.038,66.4,5.63,18906.8,53.31,7.27,-25.8,20.23,5.65,,
21L101265,8/12/2022,9:15:00,TuleRed_Breach,1.018,65.8,5.57,18942.9,78.51,7.26,-24.9,20.251,5.65,,
21L101265,8/12/2022,9:30:00,TuleRed_Breach,1.004,65.6,5.55,18979.4,98.5,7.25,-24.6,20.29,5.64,,
21L101265,8/12/2022,9:45:00,TuleRed_Breach,0.987,65.8,5.56,19008.2,93.27,7.24,-23.9,20.342,5.65,,
21L101265,8/12/2022,10:00:00,TuleRed_Breach,0.974,66.2,5.59,18998,84,7.24,-23.7,20.412,5.64,,
21L101265,8/12/2022,10:15:00,TuleRed_Breach,0.961,66.7,5.62,19001.2,45.97,7.23,-23.4,20.497,5.65,,
21L101265,8/12/2022,10:30:00,TuleRed_Breach,0.952,67.2,5.65,18999,66.18,7.23,-23.4,20.602,5.65,,
21L101265,8/12/2022,10:45:00,TuleRed_Breach,0.945,67.8,5.69,19022.4,80.35,7.23,-23.2,20.719,5.64,,
21L101265,8/12/2022,11:00:00,TuleRed_Breach,0.937,68.4,5.73,19002.3,79.46,7.22,-23.2,20.848,5.65,,
21L101265,8/12/2022,11:15:00,TuleRed_Breach,0.941,69,5.76,19004,104.08,7.22,-23,20.985,5.64,,
21L101265,8/12/2022,11:30:00,TuleRed_Breach,0.928,68.1,5.67,19092.5,53.65,7.23,-23.3,21.118,5.65,,
21L101265,8/12/2022,11:45:00,TuleRed_Breach,0.912,73.2,6.06,19047.8,30.43,7.25,-24.9,21.399,5.65,,
21L101265,8/12/2022,12:00:00,TuleRed_Breach,1.023,83.1,6.72,19009.1,245.01,7.44,-35.3,22.671,5.65,,
21L101265,8/12/2022,12:15:00,TuleRed_Breach,1.012,96.4,7.77,18838.5,413.52,7.79,-55.8,22.884,5.65,,
21L101265,8/12/2022,12:30:00,TuleRed_Breach,1.051,97,7.83,18688.5,406.4,7.83,-57.8,22.854,5.63,,
21L101265,8/12/2022,12:45:00,TuleRed_Breach,1.055,97.8,7.86,18651.7,347.59,7.86,-59.7,23.062,5.65,,
21L101265,8/12/2022,13:00:00,TuleRed_Breach,1.062,98.5,7.91,18544.4,285.83,7.88,-60.8,23.129,5.65,,
21L101265,8/12/2022,13:15:00,TuleRed_Breach,1.061,99,7.94,18530.3,225.37,7.9,-61.9,23.254,5.64,,
21L101265,8/12/2022,13:30:00,TuleRed_Breach,1.06,99.8,8.01,18450.9,191.75,7.92,-63.1,23.175,5.65,,
21L101265,8/12/2022,13:45:00,TuleRed_Breach,1.061,100.1,8.02,18444.4,170.21,7.93,-63.7,23.281,5.65,,
21L101265,8/12/2022,14:00:00,TuleRed_Breach,1.06,100.2,8,18462.4,151,7.93,-63.9,23.459,5.65,,
21L101265,8/12/2022,14:15:00,TuleRed_Breach,1.06,100.4,7.99,18509.7,140.49,7.93,-64,23.663,5.65,,
21L101265,8/12/2022,14:30:00,TuleRed_Breach,1.063,100.8,8.03,18474.6,143.71,7.94,-64.6,23.573,5.65,,
21L101265,8/12/2022,14:45:00,TuleRed_Breach,1.063,101.1,8.04,18474.1,129.56,7.95,-64.9,23.649,5.65,,
21L101265,8/12/2022,15:00:00,TuleRed_Breach,1.064,101.3,8.07,18458.9,118.22,7.95,-65.3,23.615,5.65,,
21L101265,8/12/2022,15:15:00,TuleRed_Breach,1.063,101.7,8.1,18437.5,98.88,7.96,-65.7,23.619,5.65,,
21L101265,8/12/2022,15:30:00,TuleRed_Breach,1.065,102,8.12,18415.9,88.54,7.97,-66.2,23.59,5.65,,
21L101265,8/12/2022,15:45:00,TuleRed_Breach,1.063,102,8.13,18378.4,88,7.97,-66.4,23.571,5.65,,
21L101265,8/12/2022,16:00:00,TuleRed_Breach,1.063,102.2,8.15,18366.9,72.78,7.97,-66.2,23.584,5.65,,
21L101265,8/12/2022,16:15:00,TuleRed_Breach,1.059,102.1,8.15,18341.2,74.1,7.97,-66,23.543,5.65,,
21L101265,8/12/2022,16:30:00,TuleRed_Breach,1.054,102.1,8.15,18317.3,76.37,7.96,-65.7,23.534,5.65,,
21L101265,8/12/2022,16:45:00,TuleRed_Breach,1.046,102,8.14,18316.7,74.63,7.96,-65.5,23.559,5.65,,
21L101265,8/12/2022,17:00:00,TuleRed_Breach,1.043,102.1,8.12,18348.4,72.18,7.96,-65.7,23.731,5.65,,
21L101265,8/12/2022,17:15:00,TuleRed_Breach,1.043,102.3,8.13,18357.8,61.64,7.97,-65.9,23.76,5.65,,
21L101265,8/12/2022,17:30:00,TuleRed_Breach,1.045,102.1,8.1,18388.2,53.76,7.97,-65.9,23.878,5.65,,
21L101265,8/12/2022,17:45:00,TuleRed_Breach,1.055,101.6,8.03,18422.6,60.65,7.96,-65.4,24.024,5.64,,
21L101265,8/12/2022,18:00:00,TuleRed_Breach,1.059,101.7,8.03,18453.9,68.47,7.96,-65.5,24.115,5.65,,
21L101265,8/12/2022,18:15:00,TuleRed_Breach,1.055,100.9,7.95,18489.7,79.95,7.94,-64.6,24.197,5.65,,
21L101265,8/12/2022,18:30:00,TuleRed_Breach,1.05,100,7.88,18518.8,83.37,7.93,-63.7,24.232,5.65,,
21L101265,8/12/2022,18:45:00,TuleRed_Breach,1.053,99.1,7.8,18543.7,82.41,7.9,-62.4,24.265,5.65,,
21L101265,8/12/2022,19:00:00,TuleRed_Breach,1.044,98.1,7.72,18568.2,75.25,7.87,-60.6,24.265,5.65,,
21L101265,8/12/2022,19:15:00,TuleRed_Breach,1.04,96.9,7.62,18601.4,70.02,7.83,-58.1,24.234,5.65,,
21L101265,8/12/2022,19:30:00,TuleRed_Breach,1.036,95.3,7.51,18655.6,62.47,7.78,-55.4,24.19,5.65,,
21L101265,8/12/2022,19:45:00,TuleRed_Breach,1.037,92.8,7.31,18742.9,55.1,7.7,-51,24.114,5.65,,
21L101265,8/12/2022,20:00:00,TuleRed_Breach,1.021,90.2,7.12,18827.1,48.51,7.63,-46.6,23.993,5.65,,
21L101265,8/12/2022,20:15:00,TuleRed_Breach,1.011,88.5,7,18877.7,42.59,7.58,-44,23.873,5.65,,
21L101265,8/12/2022,20:30:00,TuleRed_Breach,1,86.9,6.89,18922.8,36.85,7.55,-41.8,23.751,5.65,,
21L101265,8/12/2022,20:45:00,TuleRed_Breach,0.996,85.6,6.8,18965.1,32.83,7.51,-39.8,23.635,5.65,,
21L101265,8/12/2022,21:00:00,TuleRed_Breach,0.996,85,6.76,18987.1,30.65,7.5,-39,23.521,5.65,,
21L101265,8/12/2022,21:15:00,TuleRed_Breach,0.996,83.6,6.67,19034.3,27.79,7.46,-36.7,23.416,5.65,,
21L101265,8/12/2022,21:30:00,TuleRed_Breach,0.99,83.3,6.66,19044.5,25.7,7.46,-36.5,23.314,5.65,,
21L101265,8/12/2022,21:45:00,TuleRed_Breach,0.987,82.6,6.62,19070.6,25.02,7.42,-34.7,23.161,5.65,,
21L101265,8/12/2022,22:00:00,TuleRed_Breach,0.998,82.8,6.63,19070,23.89,7.44,-35.4,23.155,5.65,,
21L101265,8/12/2022,22:15:00,TuleRed_Breach,1.007,84.7,6.81,19040.4,26.47,7.5,-38.8,23.025,5.65,,
21L101265,8/12/2022,22:30:00,TuleRed_Breach,1.03,95.3,7.91,18698.4,240.96,7.93,-63.2,21.343,5.65,,
21L101265,8/12/2022,22:45:00,TuleRed_Breach,1.028,95.6,7.95,18603.6,271.27,7.92,-62.8,21.268,5.65,,
21L101265,8/12/2022,23:00:00,TuleRed_Breach,1.036,96.1,8,18553.3,270.45,7.93,-63.5,21.193,5.65,,
21L101265,8/12/2022,23:15:00,TuleRed_Breach,1.059,96.2,8.01,18688.9,282.83,7.93,-63.4,21.191,5.65,,
21L101265,8/12/2022,23:30:00,TuleRed_Breach,1.046,96.6,8.07,18689.7,282.8,7.94,-63.7,20.995,5.65,,
21L101265,8/12/2022,23:45:00,TuleRed_Breach,1.046,96.6,8.09,18711.9,253.5,7.94,-63.7,20.871,5.65,,
21L101265,8/13/2022,0:00:00,TuleRed_Breach,1.056,96.7,8.06,18585.2,328.18,7.93,-63.6,21.11,5.65,,
21L101265,8/13/2022,0:15:00,TuleRed_Breach,1.06,96.6,8.04,18427.8,344.69,7.94,-64.1,21.303,5.65,,
21L101265,8/13/2022,0:30:00,TuleRed_Breach,1.071,96.7,8.02,18378.6,347.87,7.95,-64.4,21.415,5.65,,
21L101265,8/13/2022,0:45:00,TuleRed_Breach,1.087,96.7,8.02,18355.9,323.76,7.95,-64.8,21.439,5.65,,
21L101265,8/13/2022,1:00:00,TuleRed_Breach,1.108,96.6,8.01,18335.5,323.67,7.96,-65.1,21.46,5.65,,
21L101265,8/13/2022,1:15:00,TuleRed_Breach,1.137,96.6,8.01,18315.5,312.46,7.96,-65.4,21.5,5.65,,
21L101265,8/13/2022,1:30:00,TuleRed_Breach,1.166,96.5,8,18303.2,303.79,7.96,-65.4,21.483,5.65,,
21L101265,8/13/2022,1:45:00,TuleRed_Breach,1.19,96.6,8.01,18297.9,286.82,7.96,-65.4,21.471,5.65,,
21L101265,8/13/2022,2:00:00,TuleRed_Breach,1.193,96.4,8.01,18282.6,269.24,7.96,-65.4,21.37,5.65,,
21L101265,8/13/2022,2:15:00,TuleRed_Breach,1.193,96.5,8.02,18275.6,241.43,7.97,-65.5,21.379,5.65,,
21L101265,8/13/2022,2:30:00,TuleRed_Breach,1.17,96.5,8.02,18272.2,225.42,7.97,-65.5,21.346,5.64,,
21L101265,8/13/2022,2:45:00,TuleRed_Breach,1.163,96.3,8.02,18284.8,227.87,7.96,-65.4,21.229,5.64,,
21L101265,8/13/2022,3:00:00,TuleRed_Breach,1.141,96.3,8.03,18277,205.76,7.97,-65.5,21.212,5.64,,
21L101265,8/13/2022,3:15:00,TuleRed_Breach,1.111,96.4,8.04,18259.4,195.7,7.97,-65.6,21.154,5.64,,
21L101265,8/13/2022,3:30:00,TuleRed_Breach,1.081,96.2,8.03,18280.4,198.97,7.96,-65.3,21.132,5.65,,
21L101265,8/13/2022,3:45:00,TuleRed_Breach,1.062,96.1,8.03,18300.9,192.53,7.96,-65.1,21.045,5.64,,
21L101265,8/13/2022,4:00:00,TuleRed_Breach,1.051,96,8.03,18300.8,174.49,7.96,-65.1,21.009,5.64,,
21L101265,8/13/2022,4:15:00,TuleRed_Breach,1.05,96,8.04,18283.8,138.72,7.96,-65.3,20.965,5.64,,
21L101265,8/13/2022,4:30:00,TuleRed_Breach,1.093,93.6,7.85,18292.6,112.52,7.93,-63.1,20.897,5.65,,
21L101265,8/13/2022,4:45:00,TuleRed_Breach,1.134,92.1,7.73,18297.9,115.2,7.9,-61.7,20.838,5.65,,
21L101265,8/13/2022,5:00:00,TuleRed_Breach,1.162,90.7,7.62,18305.1,125.71,7.88,-60.4,20.769,5.65,,
21L101265,8/13/2022,5:15:00,TuleRed_Breach,1.202,89,7.49,18319.6,159.99,7.85,-58.6,20.721,5.65,,
21L101265,8/13/2022,5:30:00,TuleRed_Breach,1.214,87.6,7.38,18330.8,167.25,7.82,-57,20.682,5.65,,
21L101265,8/13/2022,5:45:00,TuleRed_Breach,1.22,84.7,7.14,18357,187.8,7.76,-53.6,20.593,5.65,,
21L101265,8/13/2022,6:00:00,TuleRed_Breach,1.218,80.6,6.81,18415.7,166.28,7.67,-48.5,20.488,5.65,,
21L101265,8/13/2022,6:15:00,TuleRed_Breach,1.211,77.5,6.55,18480,149.89,7.59,-44.1,20.425,5.64,,
21L101265,8/13/2022,6:30:00,TuleRed_Breach,1.184,75.3,6.37,18525.3,131.96,7.54,-41,20.368,5.65,,
21L101265,8/13/2022,6:45:00,TuleRed_Breach,1.15,74.3,6.29,18565.2,119.58,7.5,-38.9,20.301,5.65,,
21L101265,8/13/2022,7:00:00,TuleRed_Breach,1.14,73.5,6.23,18609.3,102.94,7.47,-37.3,20.241,5.65,,
21L101265,8/13/2022,7:15:00,TuleRed_Breach,1.108,72.8,6.18,18643.1,91.24,7.45,-35.9,20.192,5.65,,
21L101265,8/13/2022,7:30:00,TuleRed_Breach,1.105,72.3,6.14,18673,78.51,7.43,-34.7,20.153,5.64,,
21L101265,8/13/2022,7:45:00,TuleRed_Breach,1.095,72.1,6.13,18697.2,70.84,7.41,-33.7,20.129,5.64,,
21L101265,8/13/2022,8:00:00,TuleRed_Breach,1.079,71.6,6.09,18731,63.28,7.39,-32.4,20.101,5.65,,
21L101265,8/13/2022,8:15:00,TuleRed_Breach,1.078,71,6.04,18772.9,56.92,7.37,-31.3,20.081,5.64,,
21L101265,8/13/2022,8:30:00,TuleRed_Breach,1.068,70.6,6,18814.7,54.89,7.35,-30.1,20.077,5.65,,
21L101265,8/13/2022,8:45:00,TuleRed_Breach,1.065,70.3,5.97,18852.7,52.06,7.33,-29.3,20.095,5.65,,
21L101265,8/13/2022,9:00:00,TuleRed_Breach,1.062,69.7,5.92,18904.1,50.52,7.31,-28,20.112,5.63,,
21L101265,8/13/2022,9:15:00,TuleRed_Breach,1.045,69.2,5.87,18953.8,65.26,7.29,-27,20.146,5.65,,
21L101265,8/13/2022,9:30:00,TuleRed_Breach,1.036,68.5,5.8,18996.7,212.09,7.28,-26,20.195,5.65,,
21L101265,8/13/2022,9:45:00,TuleRed_Breach,1.013,68.2,5.77,19043,56.03,7.26,-25.2,20.266,5.62,,
21L101265,8/13/2022,10:00:00,TuleRed_Breach,0.996,68.1,5.75,19081.5,56.18,7.25,-24.5,20.349,5.64,,
21L101265,8/13/2022,10:15:00,TuleRed_Breach,0.987,68.2,5.75,19095.7,79.58,7.24,-23.9,20.447,5.64,,
21L101265,8/13/2022,10:30:00,TuleRed_Breach,0.967,68.5,5.76,19087.4,77.51,7.23,-23.6,20.559,5.64,,
21L101265,8/13/2022,10:45:00,TuleRed_Breach,0.95,68.8,5.78,19083,76.47,7.22,-23,20.685,5.64,,
21L101265,8/13/2022,11:00:00,TuleRed_Breach,0.936,69.3,5.8,19087.4,69.6,7.22,-22.8,20.825,5.64,,
21L101265,8/13/2022,11:15:00,TuleRed_Breach,0.927,69.7,5.82,19110.3,71.6,7.21,-22.3,20.978,5.64,,
21L101265,8/13/2022,11:30:00,TuleRed_Breach,0.918,70.4,5.86,19134.2,44.54,7.21,-22.3,21.142,5.62,,
21L101265,8/13/2022,11:45:00,TuleRed_Breach,0.912,70.9,5.88,19137.9,60.56,7.21,-22.1,21.317,5.65,,
21L101265,8/13/2022,12:00:00,TuleRed_Breach,0.927,71.6,5.91,19139.7,27.08,7.2,-21.7,21.489,5.64,,
21L101265,8/13/2022,12:15:00,TuleRed_Breach,0.887,73,5.97,19153.7,44.86,7.21,-22.3,22.077,5.65,,
21L101265,8/13/2022,12:30:00,TuleRed_Breach,0.979,78.6,6.27,19183.3,151.76,7.3,-27.6,23.397,5.64,,
21L101265,8/13/2022,12:45:00,TuleRed_Breach,1.018,95.2,7.5,18730.7,164.53,7.66,-48.3,24.092,5.64,,
21L101265,8/13/2022,13:00:00,TuleRed_Breach,0.992,102.6,8.14,18630.1,151.32,7.88,-60.8,23.742,5.65,,
21L101265,8/13/2022,13:15:00,TuleRed_Breach,1.057,103.8,8.22,18556.7,108.63,7.94,-64.5,23.894,5.63,,
21L101265,8/13/2022,13:30:00,TuleRed_Breach,1.06,104,8.21,18553.8,85.44,7.95,-64.9,24.077,5.64,,
21L101265,8/13/2022,13:45:00,TuleRed_Breach,1.055,104.6,8.27,18510.4,68.35,7.96,-65.4,24.005,5.65,,
21L101265,8/13/2022,14:00:00,TuleRed_Breach,1.057,105.5,8.33,18496.1,57.74,7.97,-66.2,24.084,5.65,,
21L101265,8/13/2022,14:15:00,TuleRed_Breach,1.053,106.3,8.37,18511.5,51.31,7.98,-66.6,24.257,5.64,,
21L101265,8/13/2022,14:30:00,TuleRed_Breach,1.051,107.1,8.41,18498.5,49.63,7.99,-67.3,24.432,5.64,,
21L101265,8/13/2022,14:45:00,TuleRed_Breach,1.05,108,8.48,18456,46.26,8,-68.3,24.429,5.65,,
21L101265,8/13/2022,15:00:00,TuleRed_Breach,1.05,108.7,8.51,18428.6,45.51,8.02,-69,24.561,5.65,,
21L101265,8/13/2022,15:15:00,TuleRed_Breach,1.051,109.7,8.55,18417.9,43.65,8.03,-69.9,24.845,5.65,,
21L101265,8/13/2022,15:30:00,TuleRed_Breach,1.054,110.1,8.58,18387.6,40.57,8.04,-70.4,24.822,5.64,,
21L101265,8/13/2022,15:45:00,TuleRed_Breach,1.052,110.7,8.63,18365.1,37.76,8.05,-71.2,24.823,5.64,,
21L101265,8/13/2022,16:00:00,TuleRed_Breach,1.055,111.5,8.69,18350.4,33.2,8.07,-72,24.854,5.65,,
21L101265,8/13/2022,16:15:00,TuleRed_Breach,1.052,112.1,8.72,18344.9,33.71,8.07,-72.5,24.945,5.65,,
21L101265,8/13/2022,16:30:00,TuleRed_Breach,1.052,112.4,8.77,18337.2,28.99,8.08,-73,24.819,5.64,,
21L101265,8/13/2022,16:45:00,TuleRed_Breach,1.049,112.4,8.77,18332,27.26,8.09,-73.2,24.773,5.65,,
21L101265,8/13/2022,17:00:00,TuleRed_Breach,1.048,112.3,8.76,18323.8,28.32,8.09,-73.1,24.791,5.65,,
21L101265,8/13/2022,17:15:00,TuleRed_Breach,1.044,112.2,8.74,18330.6,28.69,8.08,-73,24.806,5.65,,
21L101265,8/13/2022,17:30:00,TuleRed_Breach,1.043,112.1,8.75,18321,28.08,8.09,-73.2,24.724,5.65,,
21L101265,8/13/2022,17:45:00,TuleRed_Breach,1.036,111.9,8.71,18341.8,29.23,8.09,-73.1,24.878,5.65,,
21L101265,8/13/2022,18:00:00,TuleRed_Breach,1.037,111.8,8.69,18358.4,27.63,8.09,-73.1,24.98,5.65,,
21L101265,8/13/2022,18:15:00,TuleRed_Breach,1.039,111.4,8.66,18354,29.38,8.08,-72.9,25.006,5.65,,
21L101265,8/13/2022,18:30:00,TuleRed_Breach,1.051,110.3,8.55,18370.9,34.27,8.06,-71.7,25.095,5.65,,
21L101265,8/13/2022,18:45:00,TuleRed_Breach,1.054,109.8,8.51,18378.5,43.78,8.05,-71,25.084,5.65,,
21L101265,8/13/2022,19:00:00,TuleRed_Breach,1.061,108.6,8.42,18391.2,58.71,8.03,-69.7,25.096,5.65,,
21L101265,8/13/2022,19:15:00,TuleRed_Breach,1.051,106.7,8.28,18415.4,75.18,7.99,-67.7,25.072,5.65,,
